#1,SampleID,Project,Drug_project
114,BJTT-2020-061,HG16S013,BeiJingtiantanyiyuan
115,BJTT-2020-068,HG16S013,BeiJingtiantanyiyuan
116,BJTT-2020-069,HG16S013,BeiJingtiantanyiyuan
117,BJTT-2020-070,HG16S013,BeiJingtiantanyiyuan
118,BJTT-2020-071,HG16S013,BeiJingtiantanyiyuan
119,BJTT-2020-072,HG16S013,BeiJingtiantanyiyuan
120,BJTT-2020-073,HG16S013,BeiJingtiantanyiyuan
121,BJTT-2020-074,HG16S013,BeiJingtiantanyiyuan
122,BJTT-2020-085,HG16S013,BeiJingtiantanyiyuan
123,BJTT-2020-087,HG16S013,BeiJingtiantanyiyuan
124,BJTT-2020-092,HG16S013,BeiJingtiantanyiyuan
125,BJTT-2020-099,HG16S013,BeiJingtiantanyiyuan
126,ZSH-SH-F-064,HG16S013,xinzhongshanyiyuan
127,ZSH-SH-F-065,HG16S013,xinzhongshanyiyuan
128,ZSH-SH-F-066,HG16S013,xinzhongshanyiyuan
129,ZSH-SH-F-067,HG16S013,xinzhongshanyiyuan
130,ZSH-SH-F-068,HG16S013,xinzhongshanyiyuan
131,ZSH-SH-F-069,HG16S013,xinzhongshanyiyuan
132,ZSH-SH-F-070,HG16S013,xinzhongshanyiyuan
133,ZSH-SH-F-071,HG16S013,xinzhongshanyiyuan
134,PUH3-ALS-F-216,HG16S013,PUH3
135,PUH3-ALS-F-188,HG16S013,PUH3
136,PUH3-ALS-F-187,HG16S013,PUH3
137,PUH3-ALS-F-094,HG16S013,PUH3
138,PUH3-ALS-F-184,HG16S013,PUH3
139,PUH3-ALS-F-209,HG16S013,PUH3
140,PUH3-ALS-F-219,HG16S013,PUH3
141,PUH3-ALS-F-162,HG16S013,PUH3
142,PUH3-ALS-F-171,HG16S013,PUH3
143,PUH3-ALS-F-220,HG16S013,PUH3
144,PUH3-ALS-F-167,HG16S013,PUH3
145,PUH3-ALS-F-174,HG16S013,PUH3
146,PUH3-ALS-F-085,HG16S013,PUH3
147,PUH3-ALS-F-181,HG16S013,PUH3
148,CZH-F-027,HG16S013,changzhengyiyuan
149,CZH-F-026,HG16S013,changzhengyiyuan
150,CZH-F-025,HG16S013,changzhengyiyuan
151,SH201905-511,HG16S013,Liuyuan
152,SH201905-575,HG16S013,Liuyuan
153,SH201905-587,HG16S013,Liuyuan
154,SH201905-487,HG16S013,Liuyuan
155,SH201905-538,HG16S013,Liuyuan
156,SH201905-550,HG16S013,Liuyuan
157,SH201905-521,HG16S013,Liuyuan
158,SH201905-540,HG16S013,Liuyuan
159,SH201905-541,HG16S013,Liuyuan
160,SH201905-603,HG16S013,Liuyuan
161,SH201905-535,HG16S013,Liuyuan
162,SH201905-553,HG16S013,Liuyuan
163,SH201905-573,HG16S013,Liuyuan
164,SH201905-571,HG16S013,Liuyuan
165,SH201905-530,HG16S013,Liuyuan
166,SH201905-584,HG16S013,Liuyuan
167,SHJW-2020-051,HG16S013,Jingwei
168,SHJW-2020-061,HG16S013,Jingwei
169,SHJW-2020-074,HG16S013,Jingwei
170,SHJW-2020-080,HG16S013,Jingwei
171,SHJW-2020-081,HG16S013,Jingwei
172,SHJW-2020-084,HG16S013,Jingwei
173,SHJW-2020-077,HG16S013,Jingwei
174,SHJW-2020-021,HG16S013,Jingwei
175,18-A31,HG16S013,BeiJingxuanwuyiyuan
176,19-A11,HG16S013,BeiJingxuanwuyiyuan
177,19-A16,HG16S013,BeiJingxuanwuyiyuan
178,19-A27,HG16S013,BeiJingxuanwuyiyuan
179,19-A32,HG16S013,BeiJingxuanwuyiyuan
180,100101,HG16S013,BeiJingxuanwuyiyuan
181,100102,HG16S013,BeiJingxuanwuyiyuan
182,100103,HG16S013,BeiJingxuanwuyiyuan
183,100104,HG16S013,BeiJingxuanwuyiyuan
184,100201,HG16S013,BeiJingxuanwuyiyuan
185,100301,HG16S013,BeiJingxuanwuyiyuan
186,100401,HG16S013,BeiJingxuanwuyiyuan
187,100501,HG16S013,BeiJingxuanwuyiyuan
188,100601,HG16S013,BeiJingxuanwuyiyuan
189,100602,HG16S013,BeiJingxuanwuyiyuan
190,100702,HG16S013,BeiJingxuanwuyiyuan
191,100801,HG16S013,BeiJingxuanwuyiyuan
192,100901,HG16S013,BeiJingxuanwuyiyuan
193,20046_A,ONC-2021-002,GV009
194,20047_A,ONC-2021-002,GV009
195,20048_A,ONC-2021-002,GV009
196,20049_A,ONC-2021-002,GV009
197,20050_A,ONC-2021-002,GV009
198,20051_A,ONC-2021-002,GV009
199,20052_A,ONC-2021-002,GV009
200,20053_A,ONC-2021-002,GV009
201,20054_A,ONC-2021-002,GV009
202,20055_A,ONC-2021-002,GV009
203,20056_A,ONC-2021-002,GV009
204,20057_A,ONC-2021-002,GV009
205,20058_A,ONC-2021-002,GV009
206,20059_A,ONC-2021-002,GV009
207,20060_A,ONC-2021-002,GV009
208,20061_A,ONC-2021-002,GV009
209,20062_A,ONC-2021-002,GV009
210,20063_A,ONC-2021-002,GV009
211,20064_A,ONC-2021-002,GV009
212,20065_A,ONC-2021-002,GV009
213,20066_A,ONC-2021-002,GV009
214,20067_A,ONC-2021-002,GV009
215,20068_A,ONC-2021-002,GV009
216,20069_A,ONC-2021-002,GV009
217,20070_A,ONC-2021-002,GV009
218,20071_A,ONC-2021-002,GV009
219,20072_A,ONC-2021-002,GV009
220,20073_A,ONC-2021-002,GV009
221,20074_A,ONC-2021-002,GV009
222,20075_A,ONC-2021-002,GV009
223,20076_A,ONC-2021-002,GV009
224,20077_A,ONC-2021-002,GV009
225,20078_A,ONC-2021-002,GV009
226,20079_A,ONC-2021-002,GV009
227,20080_A,ONC-2021-002,GV009
228,20081_A,ONC-2021-002,GV009
229,20082_A,ONC-2021-002,GV009
230,20083_A,ONC-2021-002,GV009
231,20084_A,ONC-2021-002,GV009
232,20085_A,ONC-2021-002,GV009
233,20086_A,ONC-2021-002,GV009
234,20087_A,ONC-2021-002,GV009
235,20088_A,ONC-2021-002,GV009
236,20089_A,ONC-2021-002,GV009
237,20090_A,ONC-2021-002,GV009
238,20091_A,ONC-2021-002,GV009
239,20092_A,ONC-2021-002,GV009
240,20093_A,ONC-2021-002,GV009
241,20090_B,ONC-2021-002,GV009
242,20091_B,ONC-2021-002,GV009
243,20092_B,ONC-2021-002,GV009
244,20093_B,ONC-2021-002,GV009
245,20094_B,ONC-2021-002,GV009
246,20095_B,ONC-2021-002,GV009
247,100402,HG16S014,BeiJingxuanwuyiyuan
248,SHJW-2020-036,HG16S014,Jingwei-AD
249,SHJW-2020-050,HG16S014,Jingwei-AD
250,A31,HG16S014,BeiJingxuanwuyiyuan
251,A11,HG16S014,BeiJingxuanwuyiyuan
252,A16,HG16S014,BeiJingxuanwuyiyuan
253,A27,HG16S014,BeiJingxuanwuyiyuan
254,A32,HG16S014,BeiJingxuanwuyiyuan
255,A50,HG16S014,BeiJingxuanwuyiyuan
256,A47,HG16S014,BeiJingxuanwuyiyuan
257,A42,HG16S014,BeiJingxuanwuyiyuan
258,A41,HG16S014,BeiJingxuanwuyiyuan
259,A45,HG16S014,BeiJingxuanwuyiyuan
