#1,SampleID,Project,Drug_project
171,SH201905-640,HG16S015,Liuyuan-AD
172,SH201905-578,HG16S015,Liuyuan-AD
173,SH201905-590,HG16S015,Liuyuan-AD
174,SH201905-556,HG16S015,Liuyuan-AD
175,SH201905-594,HG16S015,Liuyuan-AD
176,SH201905-568,HG16S015,Liuyuan-AD
177,D1P003F-2,HG16S015,Jingwei-DP
178,D1P007F-2,HG16S015,Jingwei-DP
179,D1P018F-1,HG16S015,Jingwei-DP
180,D1P013F-2,HG16S015,Jingwei-DP
181,PUH6-FE-008,HG16S015,PUH6
182,PUH6-FE-007,HG16S015,PUH6
183,PUH6-FE-009,HG16S015,PUH6
184,PUH6-FE-010,HG16S015,PUH6
185,PUH6-FE-011,HG16S015,PUH6
186,PUH6-FE-013,HG16S015,PUH6
187,B9820_B,NEU-PD-2020-009,GV971-PD
188,B9843_B,NEU-PD-2020-009,GV971-PD
189,B9845_B,NEU-PD-2020-009,GV971-PD
190,B9846_B,NEU-PD-2020-009,GV971-PD
191,18-A42,HG16S016,Beijingxuanwuyiyuan
192,18-A45,HG16S016,Beijingxuanwuyiyuan
193,18-A47,HG16S016,Beijingxuanwuyiyuan
194,18-A41,HG16S016,Beijingxuanwuyiyuan
195,18-A50,HG16S016,Beijingxuanwuyiyuan
196,B9850_B,NEU-PD-2020-009,GV971-PD
197,B9854_B,NEU-PD-2020-009,GV971-PD
