#1,SampleID,Project,Drug_project
1,15605,ONC-2019-LZ-023,GV009
2,15606,ONC-2019-LZ-023,GV009
3,15607,ONC-2019-LZ-023,GV009
4,15608,ONC-2019-LZ-023,GV009
5,15600,ONC-2019-LZ-023,GV009
6,15601,ONC-2019-LZ-023,GV009
7,15602,ONC-2019-LZ-023,GV009
8,15603,ONC-2019-LZ-023,GV009
9,15604,ONC-2019-LZ-023,GV009
10,15614,ONC-2019-LZ-023,GV009
11,15687,ONC-2019-LZ-023,GV009
12,15616,ONC-2019-LZ-023,GV009
13,15617,ONC-2019-LZ-023,GV009
14,15609,ONC-2019-LZ-023,GV009
15,15643,ONC-2019-LZ-023,GV009
16,15611,ONC-2019-LZ-023,GV009
17,15612,ONC-2019-LZ-023,GV009
18,15613,ONC-2019-LZ-023,GV009
19,15623,ONC-2019-LZ-023,GV009
20,15624,ONC-2019-LZ-023,GV009
21,15625,ONC-2019-LZ-023,GV009
22,15626,ONC-2019-LZ-023,GV009
23,15618,ONC-2019-LZ-023,GV009
24,15619,ONC-2019-LZ-023,GV009
25,15620,ONC-2019-LZ-023,GV009
26,15621,ONC-2019-LZ-023,GV009
27,15632,ONC-2019-LZ-023,GV009
28,15633,ONC-2019-LZ-023,GV009
29,15634,ONC-2019-LZ-023,GV009
30,15635,ONC-2019-LZ-023,GV009
31,15627,ONC-2019-LZ-023,GV009
32,15697,ONC-2019-LZ-023,GV009
33,15630,ONC-2019-LZ-023,GV009
34,15631,ONC-2019-LZ-023,GV009
35,15641,ONC-2019-LZ-023,GV009
36,15642,ONC-2019-LZ-023,GV009
37,15610,ONC-2019-LZ-023,GV009
38,15644,ONC-2019-LZ-023,GV009
39,15636,ONC-2019-LZ-023,GV009
40,15637,ONC-2019-LZ-023,GV009
41,15638,ONC-2019-LZ-023,GV009
42,15639,ONC-2019-LZ-023,GV009
43,15640,ONC-2019-LZ-023,GV009
44,15650,ONC-2019-LZ-023,GV009
45,15651,ONC-2019-LZ-023,GV009
46,15700,ONC-2019-LZ-023,GV009
47,15653,ONC-2019-LZ-023,GV009
48,15645,ONC-2019-LZ-023,GV009
49,15646,ONC-2019-LZ-023,GV009
50,15647,ONC-2019-LZ-023,GV009
51,15648,ONC-2019-LZ-023,GV009
52,15649,ONC-2019-LZ-023,GV009
53,15659,ONC-2019-LZ-023,GV009
54,15660,ONC-2019-LZ-023,GV009
55,15661,ONC-2019-LZ-023,GV009
56,15662,ONC-2019-LZ-023,GV009
57,15655,ONC-2019-LZ-023,GV009
58,15656,ONC-2019-LZ-023,GV009
59,15657,ONC-2019-LZ-023,GV009
60,15658,ONC-2019-LZ-023,GV009
61,15668,ONC-2019-LZ-023,GV009
62,15669,ONC-2019-LZ-023,GV009
63,15670,ONC-2019-LZ-023,GV009
64,15671,ONC-2019-LZ-023,GV009
65,15663,ONC-2019-LZ-023,GV009
66,15664,ONC-2019-LZ-023,GV009
67,15665,ONC-2019-LZ-023,GV009
68,15666,ONC-2019-LZ-023,GV009
69,15667,ONC-2019-LZ-023,GV009
70,15677,ONC-2019-LZ-023,GV009
71,15678,ONC-2019-LZ-023,GV009
72,15679,ONC-2019-LZ-023,GV009
73,15680,ONC-2019-LZ-023,GV009
74,15672,ONC-2019-LZ-023,GV009
