#1,SampleID,Project,Drug_project
1,19271_A,ONC-2020-049,GV009
2,19272_A,ONC-2020-049,GV009
3,19273_A,ONC-2020-049,GV009
4,19274_A,ONC-2020-049,GV009
5,19275_A,ONC-2020-049,GV009
6,19276_A,ONC-2020-049,GV009
7,19277_A,ONC-2020-049,GV009
8,19278_A,ONC-2020-049,GV009
9,19279_A,ONC-2020-049,GV009
10,19280_A,ONC-2020-049,GV009
11,19281_A,ONC-2020-049,GV009
12,19282_A,ONC-2020-049,GV009
13,19283_A,ONC-2020-049,GV009
14,19284_A,ONC-2020-049,GV009
15,19285_A,ONC-2020-049,GV009
16,19286_A,ONC-2020-049,GV009
17,19287_A,ONC-2020-049,GV009
18,19288_A,ONC-2020-049,GV009
19,19289_A,ONC-2020-049,GV009
20,19290_A,ONC-2020-049,GV009
21,19291_A,ONC-2020-049,GV009
22,19292_A,ONC-2020-049,GV009
23,19293_A,ONC-2020-049,GV009
24,19294_A,ONC-2020-049,GV009
25,19295_A,ONC-2020-049,GV009
26,19296_A,ONC-2020-049,GV009
27,19297_A,ONC-2020-049,GV009
28,19298_A,ONC-2020-049,GV009
29,19299_A,ONC-2020-049,GV009
30,19300_A,ONC-2020-049,GV009
31,19401_A,ONC-2020-049,GV009
32,19402_A,ONC-2020-049,GV009
33,19403_A,ONC-2020-049,GV009
34,19404_A,ONC-2020-049,GV009
35,19405_A,ONC-2020-049,GV009
36,19406_A,ONC-2020-049,GV009
37,19407_A,ONC-2020-049,GV009
38,19408_A,ONC-2020-049,GV009
39,19409_A,ONC-2020-049,GV009
40,19410_A,ONC-2020-049,GV009
41,19411_A,ONC-2020-049,GV009
42,19412_A,ONC-2020-049,GV009
43,19413_A,ONC-2020-049,GV009
44,19414_A,ONC-2020-049,GV009
45,19415_A,ONC-2020-049,GV009
46,19416_A,ONC-2020-049,GV009
47,19417_A,ONC-2020-049,GV009
48,19418_A,ONC-2020-049,GV009
49,19419_A,ONC-2020-049,GV009
50,19420_A,ONC-2020-049,GV009
51,19421_A,ONC-2020-049,GV009
52,19422_A,ONC-2020-049,GV009
53,19423_A,ONC-2020-049,GV009
54,19424_A,ONC-2020-049,GV009
55,19425_A,ONC-2020-049,GV009
56,19426_A,ONC-2020-049,GV009
