"Project_category","Species","SampleID","sampleID","Other_ID","Project","Model","Groups","Drug","Drug_batch","Dosage","Dosage_unit","Gender","Birth_date","Arrival_date","Arrival_age_week","Collection_date","Age_week","Strain","Cage_num","Source","Feed_site","Batch1","Comment","Time_Point","Bacteria_16s","X16s_lab","Metagenome","Metagenome_lab","Metabolism","Metabolism_lab","Immunity","Path"
"GV009","mice","E391","E391","E391","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","10","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E392","E392","E392","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","10","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E393","E393","E393","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","10","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E394","E394","E394","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","10","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E395","E395","E395","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","10","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E396","E396","E396","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","8","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E397","E397","E397","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","8","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E398","E398","E398","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","8","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E399","E399","E399","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","8","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E400","E400","E400","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","8","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E461","E461","E461","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","9","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E462","E462","E462","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","9","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E463","E463","E463","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","9","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E464","E464","E464","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","9","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E465","E465","E465","ONC-2019-GL-008","SP20","","GV009",NA,"250","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","9","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E466","E466","E466","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","5","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E467","E467","E467","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","5","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E468","E468","E468","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","5","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E469","E469","E469","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","5","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E470","E470","E470","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","5","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E476","E476","E476","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","1","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E477","E477","E477","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","1","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E478","E478","E478","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","1","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E479","E479","E479","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","1","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E480","E480","E480","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","1","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E481","E481","E481","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","11","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E482","E482","E482","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","11","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E483","E483","E483","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","11","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E484","E484","E484","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","11","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E485","E485","E485","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","11","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E486","E486","E486","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","7","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E487","E487","E487","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","7","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E488","E488","E488","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","7","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E489","E489","E489","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","7","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E490","E490","E490","ONC-2019-GL-008","SP20","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","7","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E491","E491","E491","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","4","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E492","E492","E492","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","4","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E493","E493","E493","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","4","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E494","E494","E494","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","4","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E495","E495","E495","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","4","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E496","E496","E496","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","6","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E497","E497","E497","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","6","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E498","E498","E498","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","6","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E499","E499","E499","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","6","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E501","E501","E501","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","12","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E502","E502","E502","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","12","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E503","E503","E503","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","12","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E504","E504","E504","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","12","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E505","E505","E505","ONC-2019-GL-008","SP20","","GV009",NA,"500","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","12","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E506","E506","E506","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","2","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E507","E507","E507","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","2","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E508","E508","E508","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","2","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E509","E509","E509","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","2","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E510","E510","E510","ONC-2019-GL-008","SP20","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","2","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E511","E511","E511","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","3","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E512","E512","E512","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","3","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E513","E513","E513","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","3","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E514","E514","E514","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","3","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E515","E515","E515","ONC-2019-GL-008","SP20","","GV009",NA,"31.25","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","3","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","E525","E525","E525","ONC-2019-GL-008","SP20","","GV009",NA,"62.5","mpk","Female",NA,NA,5,"2019/8/26",NA,"BALB/c","6","Lingchang","Pengli","ONC-2019-GL-008_MJ20190627044-MJ-M-20191008047-yansiyuan-ZHONGKEYUANSHANGHAI60samples-20191104","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14156","14156","14156","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","3","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14157","14157","14157","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","3","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14158","14158","14158","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","3","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14159","14159","14159","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","3","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14160","14160","14160","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","3","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14161","14161","14161","ONC-2019-LZ-009","MMTV","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","1","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14162","14162","14162","ONC-2019-LZ-009","MMTV","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","1","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14163","14163","14163","ONC-2019-LZ-009","MMTV","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","1","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14164","14164","14164","ONC-2019-LZ-009","MMTV","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","1","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14165","14165","14165","ONC-2019-LZ-009","MMTV","","Vehicle",NA,"0","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","1","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14251","14251","14251","ONC-2019-LZ-009","MMTV","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","8","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14252","14252","14252","ONC-2019-LZ-009","MMTV","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","8","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14253","14253","14253","ONC-2019-LZ-009","MMTV","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","8","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14254","14254","14254","ONC-2019-LZ-009","MMTV","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","8","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14255","14255","14255","ONC-2019-LZ-009","MMTV","","GV009",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","8","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14266","14266","14266","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","4","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14267","14267","14267","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","4","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14268","14268","14268","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","4","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14269","14269","14269","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","4","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
"GV009","mice","X14270","14270","14270","ONC-2019-LZ-009","MMTV","","GV007",NA,"125","mpk","Female",NA,NA,5,"2019/6/12",NA,"FVB","4","CharlesRiver","Pengli","ONC-2019-LZ-009_MJ20190627044ONC2019LZ009_MJ-M-20190701062_30samples","",NA,"y","Meiji","","","","",NA,NA
